TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,Latitude,Longitude,Location
43297,Permitted Site,Prunus cerasifera :: Cherry Plum,1501 Missouri St,1.0,Sidewalk: Curb side : Cutout,37.7501893,-122.3953421,"(37.7501893,-122.3953421)"
36746,Permitted Site,Prunus cerasifera :: Cherry Plum,5555 Woodward St,1.0,Sidewalk: Curb side : Cutout,37.7692243,-122.4209054,"(37.7692243,-122.4209054)"
35167,Permitted Site,Prunus cerasifera :: Cherry Plum,240 Walter St,1.0,Sidewalk: Curb side : Cutout,37.7683031,-122.4323963,"(37.7683031,-122.4323963)"
217887,DPW Maintained,Prunus cerasifera :: Cherry Plum,226 Edgewood Ave,4.0,Sidewalk: Curb side : Cutout,37.7618952166023,-122.454898329094,"(37.7618952166023, -122.454898329094)"
196253,DPW Maintained,Prunus cerasifera :: Cherry Plum,18 Langton St,6.0,Sidewalk: Curb side : Cutout,37.7772125587353,-122.409566699146,"(37.7772125587353, -122.409566699146)"
18905,DPW Maintained,Prunus domestica 'Mariposa' :: Mariposa Plum,2602 Sacramento St,1.0,Sidewalk: Curb side : Cutout,37.789657253131,-122.435946744753,"(37.789657253131, -122.435946744753)"
236974,DPW Maintained,Prunus cerasifera :: Cherry Plum,42 Elsie St,1.0,Sidewalk: Curb side : Cutout,37.7440080266631,-122.41697306675,"(37.7440080266631, -122.41697306675)"
214342,DPW Maintained,Prunus domestica 'Mariposa' :: Mariposa Plum,331 Lakeview Ave,1.0,Sidewalk: Curb side : Cutout,37.71758941898939,-122.45320830242596,"(37.71758941898939, -122.45320830242595)"
212725,Permitted Site,Prunus cerasifera :: Cherry Plum,1250 11th Ave,1.0,Sidewalk: Curb side : Cutout,37.76487592331486,-122.4684412332916,"(37.76487592331486, -122.46844123329159)"
236985,DPW Maintained,Prunus cerasifera :: Cherry Plum,199x Santa Marina St,2.0,Sidewalk: Curb side : Cutout,37.73948449800708,-122.41983803101688,"(37.73948449800708, -122.41983803101688)"
121991,DPW Maintained,Prunus blireiana :: Flowering Plum,552 15th Ave,1.0,Sidewalk: Curb side : Cutout,37.777644532477126,-122.4736769010256,"(37.777644532477126, -122.47367690102561)"
217943,DPW Maintained,Prunus cerasifera 'Krauter vesuvius' :: Purple Leaf Plum Krauter Vesuvius,346 Kirkham St,1.0,Sidewalk: Curb side : Cutout,37.76045271303961,-122.46472448905328,"(37.76045271303961, -122.46472448905327)"
236986,DPW Maintained,Prunus cerasifera :: Cherry Plum,199x Santa Marina St,1.0,Sidewalk: Curb side : Cutout,37.73948449800708,-122.41983803101688,"(37.73948449800708, -122.41983803101688)"
265626,DPW Maintained,Prunus cerasifera :: Cherry Plum,2628 19th St,1.0,Sidewalk: Curb side : Cutout,37.7606985956529,-122.40887136437225,"(37.7606985956529, -122.40887136437223)"
73430,DPW Maintained,Prunus cerasifera :: Cherry Plum,657 Broderick St,1.0,Sidewalk: Curb side : Cutout,37.77647058365104,-122.4398820128579,"(37.77647058365104, -122.4398820128579)"
37181,DPW Maintained,Prunus cerasifera 'Atropurpurea' :: Purple-Leaf Plum,2519 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,37.79294209165182,-122.4374914535677,"(37.79294209165182, -122.4374914535677)"
237760,DPW Maintained,Prunus cerasifera :: Cherry Plum,349 Corbett Ave,2.0,Sidewalk: Curb side : Cutout,37.75982689822494,-122.4452417102587,"(37.75982689822494, -122.4452417102587)"
237761,DPW Maintained,Prunus cerasifera :: Cherry Plum,349 Corbett Ave,1.0,Sidewalk: Curb side : Cutout,37.75984422903967,-122.44520030275837,"(37.75984422903967, -122.44520030275837)"
236971,DPW Maintained,Prunus cerasifera :: Cherry Plum,102X Prospect Ave,1.0,Sidewalk: Curb side : Cutout,37.74298947457362,-122.41900152726852,"(37.74298947457362, -122.41900152726852)"
236970,DPW Maintained,Prunus cerasifera :: Cherry Plum,100x Prospect Ave,1.0,Sidewalk: Curb side : Cutout,37.74298947457362,-122.41900152726852,"(37.74298947457362, -122.41900152726852)"
235772,Permitted Site,Prunus cerasifera :: Cherry Plum,1821 15th St,2.0,Sidewalk: Curb side : Cutout,37.76631748078738,-122.4247948923942,"(37.76631748078738, -122.42479489239419)"
235771,Permitted Site,Prunus cerasifera :: Cherry Plum,1821 15th St,1.0,Sidewalk: Curb side : Cutout,37.76631413981637,-122.42487940977097,"(37.76631413981637, -122.42487940977095)"
265773,DPW Maintained,Prunus cerasifera :: Cherry Plum,680 Hampshire St,2.0,Sidewalk: Curb side : Cutout,37.76079121770123,-122.40824056272602,"(37.76079121770123, -122.40824056272602)"
265774,DPW Maintained,Prunus cerasifera :: Cherry Plum,680 Hampshire St,3.0,Sidewalk: Curb side : Cutout,37.76079121770123,-122.40824056272602,"(37.76079121770123, -122.40824056272602)"
265772,DPW Maintained,Prunus cerasifera :: Cherry Plum,680 Hampshire St,1.0,Sidewalk: Curb side : Cutout,37.76079121770123,-122.40824056272602,"(37.76079121770123, -122.40824056272602)"
47396,DPW Maintained,Prunus cerasifera :: Cherry Plum,492 03rd Ave,4.0,Sidewalk: Curb side : Cutout,37.77957767572027,-122.46088255216031,"(37.77957767572027, -122.46088255216031)"
43255,DPW Maintained,Prunus cerasifera :: Cherry Plum,400 Burrows St,2.0,Sidewalk: Curb side : Cutout,37.72809013059319,-122.40732830364551,"(37.72809013059319, -122.40732830364553)"
145839,DPW Maintained,Prunus cerasifera :: Cherry Plum,348 05th Ave,1.0,Sidewalk: Curb side : Cutout,37.78212621519936,-122.4632059406236,"(37.78212621519936, -122.4632059406236)"
43340,DPW Maintained,Prunus cerasifera :: Cherry Plum,479 Naples St,2.0,Sidewalk: Curb side : Cutout,37.72121715732694,-122.43084069186185,"(37.72121715732694, -122.43084069186185)"
178834,DPW Maintained,Prunus cerasifera :: Cherry Plum,99 Drake St,2.0,Sidewalk: Curb side : Cutout,37.709724232565904,-122.43640154631218,"(37.709724232565904, -122.43640154631218)"
266256,Undocumented,Prunus cerasifera :: Cherry Plum,1190 Howard St,2.0,Sidewalk: Curb side : Cutout,37.77638208242709,-122.41149970287724,"(37.776382082427084, -122.41149970287725)"
266255,Undocumented,Prunus cerasifera :: Cherry Plum,1190 Howard St,1.0,Sidewalk: Curb side : Cutout,37.77638208242709,-122.41149970287724,"(37.776382082427084, -122.41149970287725)"
265766,Street Tree Maintenance Opt Out,Prunus cerasifera :: Cherry Plum,1370 Clayton St,4.0,Sidewalk: Curb side : Cutout,37.75919522872034,-122.44637748454312,"(37.759195228720344, -122.44637748454312)"
266472,Undocumented,Prunus cerasifera :: Cherry Plum,3819 Jackson St,1.0,Sidewalk: Curb side : Cutout,37.78938122475306,-122.4578254188378,"(37.78938122475306, -122.45782541883781)"
235872,Prune Opt Out,Prunus cerasifera :: Cherry Plum,601 York St,1.0,Sidewalk: Curb side : Cutout,37.76168670879893,-122.40903713785298,"(37.76168670879893, -122.40903713785298)"
196161,Prune Opt Out,Prunus cerasifera :: Cherry Plum,2699 18th St,2.0,Sidewalk: Curb side : Cutout,37.76176457118518,-122.40889975474498,"(37.76176457118518, -122.40889975474498)"
196160,Prune Opt Out,Prunus cerasifera :: Cherry Plum,2699 18th St,1.0,Sidewalk: Curb side : Cutout,37.76176318445421,-122.40894622539228,"(37.76176318445421, -122.40894622539227)"
266745,Undocumented,Prunus cerasifera :: Cherry Plum,733 Dwight St,1.0,Sidewalk: Curb side : Cutout,37.72209117900515,-122.4093286786354,"(37.72209117900515, -122.40932867863539)"
266910,DPW Maintained,Prunus cerasifera :: Cherry Plum,52 Broadmoor Dr,1.0,Sidewalk: Property side : Cutout,37.727690104417015,-122.47331298913856,"(37.727690104417015, -122.47331298913855)"
266936,DPW Maintained,Prunus cerasifera 'Atropurpurea' :: Purple-Leaf Plum,279 Stonecrest Dr,2.0,Sidewalk: Property side : Cutout,37.72564750082622,-122.4740645689343,"(37.72564750082622, -122.4740645689343)"
266938,DPW Maintained,Prunus cerasifera :: Cherry Plum,287 Stonecrest Dr,2.0,Sidewalk: Property side : Cutout,37.72554293061152,-122.4740756251313,"(37.72554293061152, -122.4740756251313)"
266928,DPW Maintained,Prunus cerasifera :: Cherry Plum,239 Stonecrest Dr,1.0,Sidewalk: Property side : Cutout,37.72616942504038,-122.47406459802788,"(37.72616942504038, -122.47406459802787)"
266935,DPW Maintained,Prunus cerasifera 'Atropurpurea' :: Purple-Leaf Plum,279 Stonecrest Dr,1.0,Sidewalk: Property side : Cutout,37.72564750082622,-122.4740645689343,"(37.72564750082622, -122.4740645689343)"
266932,DPW Maintained,Prunus cerasifera :: Cherry Plum,263 Stonecrest Dr,1.0,Sidewalk: Property side : Cutout,37.72585372171795,-122.474052754201,"(37.72585372171795, -122.47405275420101)"
266933,DPW Maintained,Prunus cerasifera :: Cherry Plum,262 Stonecrest Dr,1.0,Sidewalk: Property side : Cutout,37.72585538984521,-122.47428105509304,"(37.72585538984521, -122.47428105509303)"
266934,DPW Maintained,Prunus cerasifera :: Cherry Plum,270 Stonecrest Dr,1.0,Sidewalk: Property side : Cutout,37.725756426980574,-122.4742853431134,"(37.725756426980574, -122.47428534311341)"
266919,DPW Maintained,Prunus domestica 'Mariposa' :: Mariposa Plum,76 Broadmoor Dr,1.0,Sidewalk: Property side : Cutout,37.72731254695769,-122.47338596846384,"(37.72731254695769, -122.47338596846383)"
266929,DPW Maintained,Prunus cerasifera :: Cherry Plum,247 Stonecrest Dr,1.0,Sidewalk: Property side : Cutout,37.72606526032253,-122.47405145597315,"(37.72606526032253, -122.47405145597317)"
267121,DPW Maintained,Prunus cerasifera :: Cherry Plum,238 Munich St,1.0,Sidewalk: Curb side : Cutout,37.72186551044677,-122.42624056246883,"(37.72186551044677, -122.42624056246883)"
212347,Permitted Site,Prunus cerasifera :: Cherry Plum,2186 15th Ave,1.0,Sidewalk: Curb side : Cutout,37.74729746431208,-122.4715691508984,"(37.747297464312076, -122.4715691508984)"
212344,Permitted Site,Prunus cerasifera :: Cherry Plum,2140 15th Ave,1.0,Sidewalk: Curb side : Cutout,37.74802907359095,-122.47161978002272,"(37.74802907359095, -122.47161978002272)"
217950,Permitted Site,Prunus cerasifera :: Cherry Plum,2185 15th Ave,1.0,Sidewalk: Curb side : Cutout,37.74730942171107,-122.47173347144523,"(37.74730942171107, -122.47173347144525)"
217949,Permitted Site,Prunus cerasifera :: Cherry Plum,2135 15th Ave,1.0,Sidewalk: Curb side : Cutout,37.74812303744385,-122.4717942970748,"(37.74812303744385, -122.47179429707481)"
212345,Permitted Site,Prunus cerasifera :: Cherry Plum,2176 15th Ave,1.0,Sidewalk: Curb side : Cutout,37.74745259467392,-122.47158307329492,"(37.74745259467392, -122.47158307329492)"
212878,Permitted Site,Prunus cerasifera :: Cherry Plum,1423 17th Ave,1.0,Sidewalk: Curb side : Cutout,37.761290354175614,-122.47490050327316,"(37.761290354175614, -122.47490050327316)"
212953,Permitted Site,Prunus cerasifera :: Cherry Plum,438 Hugo St,1.0,Sidewalk: Curb side : Cutout,37.76518019994237,-122.46276136706716,"(37.76518019994237, -122.46276136706715)"
212955,Permitted Site,Prunus cerasifera :: Cherry Plum,438 Hugo St,3.0,Sidewalk: Curb side : Cutout,37.76517893097377,-122.46288976684708,"(37.76517893097377, -122.46288976684708)"
212954,Permitted Site,Prunus cerasifera :: Cherry Plum,438 Hugo St,2.0,Sidewalk: Curb side : Cutout,37.76517512504514,-122.46282717224284,"(37.76517512504514, -122.46282717224284)"
212952,Permitted Site,Prunus cerasifera :: Cherry Plum,426 Hugo St,1.0,Sidewalk: Curb side : Cutout,37.76520176926999,-122.462562347088,"(37.765201769269986, -122.462562347088)"
212947,Permitted Site,Prunus cerasifera :: Cherry Plum,418 Hugo St,1.0,Sidewalk: Curb side : Cutout,37.76521445781206,-122.46224616255373,"(37.76521445781206, -122.46224616255371)"
212948,Permitted Site,Prunus cerasifera :: Cherry Plum,418 Hugo St,2.0,Sidewalk: Curb side : Cutout,37.76520811399184,-122.46231196682724,"(37.76520811399184, -122.46231196682724)"
78209,DPW Maintained,Prunus cerasifera :: Cherry Plum,602 Girard St,1.0,Sidewalk: Curb side : Cutout,37.72477694559577,-122.4036095566459,"(37.72477694559577, -122.4036095566459)"
78416,DPW Maintained,Prunus cerasifera :: Cherry Plum,2959 20th Ave,2.0,Sidewalk: Curb side : Cutout,37.733430745730544,-122.47617950377958,"(37.733430745730544, -122.47617950377958)"
73340,DPW Maintained,Prunus cerasifera :: Cherry Plum,591 17th Ave,2.0,Sidewalk: Curb side : Cutout,37.77693693781883,-122.47599951044076,"(37.77693693781883, -122.47599951044076)"
54535,DPW Maintained,Prunus cerasifera :: Cherry Plum,107 Gaven St,1.0,Sidewalk: Curb side : Cutout,37.73354603252394,-122.40783357428064,"(37.73354603252394, -122.40783357428064)"
72247,DPW Maintained,Prunus cerasifera :: Cherry Plum,463 Lisbon St,2.0,Sidewalk: Curb side : Cutout,37.72100661163917,-122.43427237796912,"(37.72100661163917, -122.43427237796911)"
70451,DPW Maintained,Prunus cerasifera :: Cherry Plum,2683 43rd Ave,1.0,Sidewalk: Curb side : Cutout,37.73666682388272,-122.50113473769956,"(37.736666823882715, -122.50113473769957)"
39904,DPW Maintained,Prunus cerasifera :: Cherry Plum,2807 Clay St,1.0,Sidewalk: Curb side : Cutout,37.78996008813532,-122.43959547417391,"(37.78996008813532, -122.43959547417393)"
73552,DPW Maintained,Prunus cerasifera :: Cherry Plum,1558 Grove St,1.0,Sidewalk: Curb side : Cutout,37.77544747796573,-122.44233200820013,"(37.77544747796573, -122.44233200820011)"
78781,DPW Maintained,Prunus cerasifera :: Cherry Plum,75 Laura St,1.0,Sidewalk: Curb side : Cutout,37.71033473463776,-122.45097642613544,"(37.71033473463776, -122.45097642613545)"
72277,DPW Maintained,Prunus cerasifera :: Cherry Plum,819 40th Ave,1.0,Sidewalk: Curb side : Cutout,37.77330347364964,-122.50045165789194,"(37.77330347364964, -122.50045165789194)"
80599,DPW Maintained,Prunus cerasifera :: Cherry Plum,888 Tennessee St,7.0,Sidewalk: Curb side : Cutout,37.76075539247107,-122.38962723383094,"(37.76075539247107, -122.38962723383094)"
73988,DPW Maintained,Prunus cerasifera :: Cherry Plum,3380 Sacramento St,2.0,Sidewalk: Curb side : Cutout,37.78806884175617,-122.44837461191928,"(37.78806884175617, -122.44837461191928)"
78402,DPW Maintained,Prunus cerasifera :: Cherry Plum,593 33rd Ave,1.0,Sidewalk: Curb side : Cutout,37.77800451900412,-122.49326858423808,"(37.77800451900412, -122.49326858423808)"
72336,DPW Maintained,Prunus cerasifera :: Cherry Plum,778 23rd Ave,1.0,Sidewalk: Curb side : Cutout,37.773080232494834,-122.48199260471814,"(37.773080232494834, -122.48199260471814)"
73526,DPW Maintained,Prunus cerasifera :: Cherry Plum,807 Mason St,1.0,Sidewalk: Curb side : Cutout,37.79107035696416,-122.41074409605856,"(37.791070356964156, -122.41074409605856)"
65716,DPW Maintained,Prunus cerasifera :: Cherry Plum,98 Newton St,1.0,Sidewalk: Curb side : Cutout,37.71334104232737,-122.4386857001864,"(37.71334104232737, -122.4386857001864)"
73419,DPW Maintained,Prunus cerasifera :: Cherry Plum,608 23rd Ave,1.0,Sidewalk: Curb side : Cutout,37.77617994339288,-122.48223111011956,"(37.77617994339288, -122.48223111011956)"
80601,DPW Maintained,Prunus cerasifera :: Cherry Plum,888 Tennessee St,5.0,Sidewalk: Curb side : Cutout,37.76084346037337,-122.38963911654992,"(37.76084346037337, -122.38963911654992)"
70236,DPW Maintained,Prunus cerasifera :: Cherry Plum,2028 Grove St,1.0,Sidewalk: Curb side : Cutout,37.77445759352464,-122.45002517465744,"(37.774457593524644, -122.45002517465745)"
72296,DPW Maintained,Prunus cerasifera :: Cherry Plum,146 Freelon St,1.0,Sidewalk: Curb side : Cutout,37.778218260708286,-122.39780358927491,"(37.778218260708286, -122.39780358927491)"
72295,DPW Maintained,Prunus cerasifera :: Cherry Plum,142 Freelon St,2.0,Sidewalk: Curb side : Cutout,37.77826375201552,-122.39774676201904,"(37.77826375201552, -122.39774676201903)"
70483,DPW Maintained,Prunus cerasifera :: Cherry Plum,939 Avalon Ave,1.0,Sidewalk: Curb side : Cutout,37.7247490558006,-122.424434831697,"(37.7247490558006, -122.424434831697)"
70599,DPW Maintained,Prunus cerasifera :: Cherry Plum,346 Moscow St,1.0,Sidewalk: Curb side : Cutout,37.722123832235454,-122.4270720459339,"(37.722123832235454, -122.4270720459339)"
60388,DPW Maintained,Prunus cerasifera :: Cherry Plum,1454 Palou Ave,1.0,Sidewalk: Curb side : Cutout,37.7324816889757,-122.38808549595716,"(37.7324816889757, -122.38808549595716)"
70484,DPW Maintained,Prunus cerasifera :: Cherry Plum,947 Avalon Ave,1.0,Sidewalk: Curb side : Cutout,37.72481197507405,-122.42429437918604,"(37.724811975074054, -122.42429437918604)"
81654,DPW Maintained,Prunus cerasifera :: Cherry Plum,1773 Oakdale Ave,1.0,Sidewalk: Curb side : Cutout,37.73633680240528,-122.39355912556616,"(37.736336802405276, -122.39355912556616)"
60584,DPW Maintained,Prunus cerasifera :: Cherry Plum,1531 Fulton St,1.0,Sidewalk: Curb side : Cutout,37.77628989822442,-122.44215916317616,"(37.77628989822442, -122.44215916317617)"
78658,DPW Maintained,Prunus cerasifera :: Cherry Plum,650 De Haro St,1.0,Sidewalk: Curb side : Cutout,37.76158138920302,-122.40134384336876,"(37.76158138920302, -122.40134384336876)"
70145,DPW Maintained,Prunus cerasifera :: Cherry Plum,32 15th Ave,2.0,Sidewalk: Curb side : Cutout,37.786637509270655,-122.4743060765393,"(37.786637509270655, -122.4743060765393)"
60538,DPW Maintained,Prunus cerasifera :: Cherry Plum,559 34th Ave,1.0,Sidewalk: Curb side : Cutout,37.77851094872053,-122.49436631385532,"(37.77851094872053, -122.49436631385531)"
59702,DPW Maintained,Prunus cerasifera :: Cherry Plum,3161 Washington St,1.0,Sidewalk: Curb side : Cutout,37.79012716059549,-122.44535572360542,"(37.79012716059549, -122.44535572360542)"
78312,DPW Maintained,Prunus cerasifera :: Cherry Plum,546 Naples St,1.0,Sidewalk: Curb side : Cutout,37.7201204817617,-122.43185339502072,"(37.720120481761704, -122.43185339502071)"
72253,DPW Maintained,Prunus cerasifera :: Cherry Plum,538 Madrid St,1.0,Sidewalk: Curb side : Cutout,37.72103613009618,-122.43333407663144,"(37.72103613009618, -122.43333407663144)"
80235,DPW Maintained,Prunus cerasifera :: Cherry Plum,1820 Filbert St,1.0,Sidewalk: Curb side : Cutout,37.79886161642206,-122.42960050515754,"(37.79886161642206, -122.42960050515754)"
72250,DPW Maintained,Prunus cerasifera :: Cherry Plum,360 London St,1.0,Sidewalk: Curb side : Cutout,37.72335024129285,-122.4348463109348,"(37.72335024129285, -122.43484631093479)"
78278,DPW Maintained,Prunus cerasifera :: Cherry Plum,1129 Cayuga Ave,1.0,Sidewalk: Curb side : Cutout,37.72020036583402,-122.44085635694888,"(37.72020036583402, -122.44085635694888)"
70849,DPW Maintained,Prunus cerasifera :: Cherry Plum,342 Paris St,1.0,Sidewalk: Curb side : Cutout,37.72329474593271,-122.43380617753826,"(37.72329474593271, -122.43380617753826)"
71313,DPW Maintained,Prunus cerasifera :: Cherry Plum,511 Lyon St,1.0,Sidewalk: Curb side : Cutout,37.77577145864496,-122.44311792788042,"(37.775771458644954, -122.44311792788042)"
78260,DPW Maintained,Prunus cerasifera :: Cherry Plum,567 Girard St,1.0,Sidewalk: Curb side : Cutout,37.72535145857859,-122.40368151051156,"(37.72535145857859, -122.40368151051156)"
60545,DPW Maintained,Prunus cerasifera :: Cherry Plum,670 34th Ave,1.0,Sidewalk: Curb side : Cutout,37.776399908317984,-122.49406765904033,"(37.776399908317984, -122.49406765904033)"
83337,DPW Maintained,Prunus cerasifera :: Cherry Plum,2815 Vallejo St,1.0,Sidewalk: Curb side : Cutout,37.7940541366405,-122.44378453152504,"(37.7940541366405, -122.44378453152503)"
78510,DPW Maintained,Prunus cerasifera :: Cherry Plum,750 Eucalyptus Dr,1.0,Sidewalk: Curb side : Cutout,37.73121401580879,-122.48061707262364,"(37.73121401580879, -122.48061707262363)"
70670,DPW Maintained,Prunus cerasifera :: Cherry Plum,52 Langton St,2.0,Sidewalk: Curb side : Cutout,37.77681596131556,-122.40907115381964,"(37.77681596131556, -122.40907115381965)"
70144,DPW Maintained,Prunus cerasifera :: Cherry Plum,8 15th Ave,1.0,Sidewalk: Curb side : Cutout,37.78687848056939,-122.47433322003296,"(37.78687848056939, -122.47433322003296)"
71284,DPW Maintained,Prunus cerasifera :: Cherry Plum,1 Atalaya Ter,1.0,Sidewalk: Curb side : Cutout,37.776448952165886,-122.44765944825367,"(37.776448952165886, -122.44765944825369)"
40009,DPW Maintained,Prunus cerasifera :: Cherry Plum,963 Innes Ave,1.0,Sidewalk: Curb side : Cutout,37.73258880311016,-122.37700189714296,"(37.732588803110154, -122.37700189714297)"
53351,DPW Maintained,Prunus cerasifera :: Cherry Plum,2274 26th Ave,1.0,Sidewalk: Curb side : Cutout,37.74508876737357,-122.48328495836786,"(37.74508876737357, -122.48328495836786)"
78518,DPW Maintained,Prunus cerasifera :: Cherry Plum,75 Laura St,2.0,Sidewalk: Curb side : Cutout,37.71029519053317,-122.45093085117384,"(37.710295190533174, -122.45093085117384)"
70285,DPW Maintained,Prunus cerasifera :: Cherry Plum,2635 18th St,1.0,Sidewalk: Curb side : Cutout,37.7617715031625,-122.40880593563844,"(37.7617715031625, -122.40880593563843)"
71423,DPW Maintained,Prunus cerasifera :: Cherry Plum,701 Greenwich St,1.0,Sidewalk: Curb side : Cutout,37.80200406445344,-122.41149580918088,"(37.80200406445344, -122.41149580918089)"
70907,DPW Maintained,Prunus cerasifera :: Cherry Plum,46 Paramount Ter,1.0,Sidewalk: Curb side : Cutout,37.77628702898468,-122.45574753855904,"(37.77628702898468, -122.45574753855904)"
71213,DPW Maintained,Prunus cerasifera :: Cherry Plum,2130 26th Ave,1.0,Sidewalk: Curb side : Cutout,37.747718303863536,-122.4834684348442,"(37.747718303863536, -122.4834684348442)"
59701,DPW Maintained,Prunus cerasifera :: Cherry Plum,3169 Washington St,1.0,Sidewalk: Curb side : Cutout,37.79011571130654,-122.44539757624962,"(37.79011571130654, -122.44539757624962)"
72221,DPW Maintained,Prunus cerasifera :: Cherry Plum,1927 28th Ave,1.0,Sidewalk: Curb side : Cutout,37.75139925072209,-122.48602420962264,"(37.75139925072209, -122.48602420962264)"
71817,DPW Maintained,Prunus blireiana :: Flowering Plum,1271 23rd Ave,1.0,Sidewalk: Curb side : Cutout,37.76394659700024,-122.48151759670615,"(37.76394659700024, -122.48151759670615)"
42239,DPW Maintained,Prunus cerasifera :: Cherry Plum,526 Natoma St,1.0,Sidewalk: Curb side : Cutout,37.77969746919735,-122.40836134141074,"(37.77969746919735, -122.40836134141074)"
37078,DPW Maintained,Prunus cerasifera :: Cherry Plum,1318 44th Ave,1.0,Sidewalk: Curb side : Cutout,37.76195194328038,-122.50380580727956,"(37.76195194328038, -122.50380580727955)"
71441,DPW Maintained,Prunus cerasifera :: Cherry Plum,900 Sansome St,1.0,Sidewalk: Curb side : Cutout,37.79878390691988,-122.4022074560088,"(37.79878390691988, -122.40220745600881)"
71316,DPW Maintained,Prunus cerasifera :: Cherry Plum,558 Athens St,1.0,Sidewalk: Curb side : Cutout,37.71921064394312,-122.4303585158273,"(37.719210643943114, -122.4303585158273)"
72378,DPW Maintained,Prunus cerasifera :: Cherry Plum,543 02nd Ave,1.0,Sidewalk: Curb side : Cutout,37.778482600656055,-122.45989131872676,"(37.778482600656055, -122.45989131872676)"
70329,DPW Maintained,Prunus cerasifera :: Cherry Plum,791 23rd Ave,1.0,Sidewalk: Curb side : Cutout,37.772910100262365,-122.48215811210092,"(37.772910100262365, -122.48215811210093)"
56012,DPW Maintained,Prunus cerasifera :: Cherry Plum,2510 McAllister St,1.0,Sidewalk: Curb side : Cutout,37.775748817030994,-122.45342856094902,"(37.775748817030994, -122.45342856094902)"
78914,DPW Maintained,Prunus cerasifera :: Cherry Plum,219 Concord St,1.0,Sidewalk: Curb side : Cutout,37.710635191839934,-122.44194619318046,"(37.710635191839934, -122.44194619318046)"
70456,DPW Maintained,Prunus cerasifera :: Cherry Plum,608 23rd Ave,2.0,Sidewalk: Curb side : Cutout,37.7762249796176,-122.48222883107115,"(37.7762249796176, -122.48222883107117)"
70994,DPW Maintained,Prunus cerasifera :: Cherry Plum,2419 21st Ave,1.0,Sidewalk: Curb side : Cutout,37.74256221169389,-122.4778897606122,"(37.742562211693894, -122.47788976061221)"
78214,DPW Maintained,Prunus cerasifera :: Cherry Plum,743 Brussels St,1.0,Sidewalk: Curb side : Cutout,37.72298262993132,-122.40379695019276,"(37.722982629931316, -122.40379695019276)"
59793,DPW Maintained,Prunus cerasifera :: Cherry Plum,1488 Fulton St,1.0,Sidewalk: Curb side : Cutout,37.7765558891476,-122.4411744632202,"(37.776555889147595, -122.44117446322021)"
31464,DPW Maintained,Prunus cerasifera :: Cherry Plum,419 Elizabeth St,1.0,Sidewalk: Curb side : Cutout,37.75225615430755,-122.4303446689848,"(37.75225615430755, -122.4303446689848)"
72318,DPW Maintained,Prunus cerasifera :: Cherry Plum,539 02nd Ave,1.0,Sidewalk: Curb side : Cutout,37.778545954564166,-122.45989500363709,"(37.778545954564166, -122.45989500363709)"
60908,DPW Maintained,Prunus cerasifera :: Cherry Plum,290 20th Ave,1.0,Sidewalk: Curb side : Cutout,37.78260609966572,-122.47947623134098,"(37.78260609966572, -122.47947623134098)"
66857,DPW Maintained,Prunus cerasifera :: Cherry Plum,40 Ashbury St,1.0,Sidewalk: Curb side : Cutout,37.775025921145456,-122.44786910450112,"(37.775025921145456, -122.44786910450111)"
72331,DPW Maintained,Prunus cerasifera :: Cherry Plum,237 Stanyan St,1.0,Sidewalk: Curb side : Cutout,37.77667585794944,-122.45513414912656,"(37.776675857949435, -122.45513414912655)"
84610,DPW Maintained,Prunus cerasifera :: Cherry Plum,535 26th Ave,1.0,Sidewalk: Curb side : Cutout,37.77932454519348,-122.48583917997534,"(37.77932454519348, -122.48583917997534)"
74773,DPW Maintained,Prunus blireiana :: Flowering Plum,2650 Fulton St,2.0,Sidewalk: Curb side : Cutout,37.77417341363793,-122.46037959350168,"(37.77417341363793, -122.46037959350167)"
72003,DPW Maintained,Prunus cerasifera :: Cherry Plum,1991 28th Ave,1.0,Sidewalk: Curb side : Cutout,37.75029074773128,-122.48593987171051,"(37.75029074773128, -122.48593987171053)"
70985,DPW Maintained,Prunus cerasifera :: Cherry Plum,3744 Sacramento St,1.0,Sidewalk: Curb side : Cutout,37.78730628229595,-122.4544412684758,"(37.78730628229595, -122.4544412684758)"
78475,DPW Maintained,Prunus cerasifera :: Cherry Plum,3075 23rd Ave,1.0,Sidewalk: Curb side : Cutout,37.73155015541149,-122.47922368553746,"(37.73155015541149, -122.47922368553746)"
40338,DPW Maintained,Prunus cerasifera :: Cherry Plum,898 Wisconsin St,1.0,Sidewalk: Curb side : Cutout,37.75600142503315,-122.39892299432738,"(37.75600142503315, -122.39892299432738)"
61077,DPW Maintained,Prunus cerasifera :: Cherry Plum,2609 Post St,1.0,Sidewalk: Curb side : Cutout,37.783527548556094,-122.44521869169728,"(37.783527548556094, -122.44521869169728)"
59344,DPW Maintained,Prunus cerasifera :: Cherry Plum,532 Lyon St,1.0,Sidewalk: Curb side : Cutout,37.77581012091384,-122.44296363094034,"(37.77581012091384, -122.44296363094034)"
54485,DPW Maintained,Prunus cerasifera :: Cherry Plum,524 39th Ave,1.0,Sidewalk: Curb side : Cutout,37.7787918392432,-122.49961892141802,"(37.7787918392432, -122.49961892141802)"
